354065903X|Automotive transmissions|Gisbert Lechner|269.0|215.2
0070344531|Automotive electronics handbook|Ronald K. Jurgen|595.43|357.258
0080969550|Advanced Automotive Fault Diagnosis|Tom Denton|807.71|484.626
0750685220|Automotive Science and Mathematics|Allan Bonnick|262.42|157.452
1401824765|Total Automotive Technology|Anthony E. Schwaller|370.12|222.072
140182658X|Automotive Service Management|Mitch Schneider|351.93|211.158
076683428X|Automotive|Delmar|15.06|9.036
0750666633|Automotive quality systems handbook|David Hoyle|84.95|67.96
1933550147|The Law|unicodeErrorHere|4.2|3.15
0826478220|Law|David Ingram|906.52|543.912
0804755698|The civil law tradition|John Henry Merryman|155.27|93.162
0446199745|Law of Attraction|Michael J. Losier|9.99|9.99
2261051898|The law|Julius Henry Cohen|741.78|445.068
9028604073|Law|Albert Armin Ehrenzweig|662.14|397.284
0735588732|Environmental law|Steven Ferrey|511.05|306.63
9350354221|The common law|Oliver Wendell Holmes|126.8|76.08
0415014271|The law|Jeremy Waldron|931.21|558.726
142831850X|Introduction to Law|Beth Walston-Dunham|558.36|335.016
8094324841|Curricula|Barbara Frankenfield|215.81|129.486
0470614757|Designing and Assessing Courses and Curricula|Robert M. Diamond|161.17|96.702
5888177883|Curricula|Ohio Health Promotion Network|146.82|88.092
069111790X|Contentious Curricula|Amy J. Binder|29.95|16.17
1604562331|Educational curricula|Jennifer N. Casey|129.0|103.2
2961206662|Curricula|North Dakota. Dept. of Public Instruction|279.1|167.46
1412938899|How to Integrate the Curricula|Robin J. Fogarty|112.77|67.662
0805850287|Standards-Based School Mathematics Curricula|Sharon L. Senk|304.09|182.454
141295553X|Integrating curricula with multiple intelligences|Robin Fogarty|111.18|66.708
1560244674|Environmental issues in the curricula of international business|Alma T. Mintu-Wimsatt|106.24|63.744
5134420642|Submarines, submariners, submarining|Frank J. Anderson|68.24|40.944
1552123308|Submarine Technology for the 21st Century|Stan Zimmerman|535.14|321.084
0751367818|Submarine|Neil Mallard|943.3|565.98
184868116X|Submarine Upholder|Sydney Hart|202.6|121.56
0309082943|Review of submarine escape action levels for selected chemicals|National Research Council (U.S.). Subcommittee on Submarine Escape Action Levels|48.5|37.34
1591148413|Submarine stories|Paul Stillwell|506.94|304.164
0743487990|Submarine!|Edward L. Beach|648.35|389.01
0813109884|Submarine Commander|Paul R. Schratz|19.95|9.99
0738538086|Naval Submarine Base New London|David J. Bishop|52.79|31.674
1974252185|The submarine service, 1900-1918|Nicholas A. Lambert|958.26|574.956
8120119639|Vintage paperbacks|Black Ace Books, Los Angeles|930.52|558.312
0789000164|Pioneers, passionate ladies, and private eyes|Larry E. Sullivan|822.81|493.686
841301268|The Advocate|john smith|155.34|93.204
1560254858|The Color of Money|Walter Tevis|27.83|16.698
031226268X|Warmly inscribed|Lawrence Goldstone|89.1|53.46
1416583351|Books|Larry McMurtry|10.99|10.99
6539265192|The Armchair detective|Allen J. Hubin|159.37|95.622
0933239106|Used Books Into Gold|Craig Wallin|452.21|271.326
0933846053|The insider's guide to old books, magazines, newspapers, trade catalogs|Ronald S. Barlow|362.79|217.674
0313315213|Pornography and sexual representation|Joseph W. Slade|176.95|141.56
0534645577|Criminal justice|Joel Samaha|111.77|67.062
140585880X|Criminal Justice|Malcolm Davies|256.93|154.158
0415333016|Criminal justice|Ian Marsh|49.95|39.46
0750696303|Criminal justice|Philip P. Purpura|671.13|402.678
0789000814|Criminal justice|Eleanor Hannon Judah|382.12|229.272
0495599778|Introduction to Criminal Justice|Larry J. Siegel|306.06|183.636
0495913553|Criminal Justice in Action|Larry K. Gaines|399.38|239.628
0803990804|Criminal justice|George S. Bridges|435.47|261.282
0073527963|Criminal Justice|James A. Inciardi|898.52|539.112
1412907071|Criminal Justice|Ursula Smartt|163.4|98.04
0495912468|Criminology|Larry J. Siegel|118.93|71.358
1843922843|Criminology|Tim Newburn|405.31|243.186
0813366550|Criminology|Piers Beirne|957.85|574.71
0763730017|Criminology|Gennaro F. Vito|316.76|190.056
1412938406|Criminology|Anthony Walsh|654.32|392.592
0415464501|Criminology|Eamonn Carrabine|51.95|41.04
0133801551|Criminology|John Tierney|242.71|145.626
6808754864|Criminology|Raffaele Garofalo (barone)|607.93|364.758
1440050457|Criminology|john smith|462.07|277.242
0761947116|Criminology|Yvonne Jewkes|84.32|50.592
7047463216|Holidays|Robert Morrill McCurdy|15.73|9.438
1864033207|On holidays|Richard White|498.75|299.25
051788271X|Holidays|Martha Stewart|130.4|78.24
0743982290|Holidays|Dona Herweck Rice|811.15|486.69
1881927229|Holidays|Shimon Apisdorf|97.3|58.38
1868828635|Holidays|Harold H. Hart|773.19|463.914
5776346884|Holidays|H. Thomas Walker|74.2|44.52
0865300925|Holidays|Imogene Forte|302.84|181.704
2448094220|Holidays|Nada Gray|373.55|224.13
089134487X|Holidays|North Light Books|868.36|521.016
0743277236|Spy|Ted Bell|986.61|591.966
1742456731|Cover stories|Michael Denning|410.86|246.516
3974616572|A reader's guide to the spy and thriller novel|Nancy-Stephanie Stone|673.05|403.83
1557832692|The encyclopedia of fantastic film|R. G. Young|8.67|5.202
5058798892|The Middle East in crime fiction|Reeva S. Simon|315.36|189.216
6638847410|LIFE|john smith|626.03|375.618
023113472X|Views from the edge|Richard W. Bulliet|43.99|31.72
0879722339|The Popular Press companion to popular literature|Victor E. Neuburg|706.61|423.966
0521588391|Thrillers|Martin Rubin|436.93|262.158
0195092686|Insidious foes|Francis MacDonnell|110.0|88.0
0465009581|Why Marriage?|George Chauncey|937.89|562.734
0310296137|Sacred Marriage|Gary Thomas|10.99|10.99
0807041351|What is marriage for?|E. J. Graff|32.0|19.2
0805058265|Passionate marriage|David Morris Schnarch|132.73|79.638
1586172581|Marriage|William E. May|14.95|9.99
0609805797|The seven principles for making marriage work|John Mordechai Gottman|63.34|38.004
4362292868|Marriage|Susan Ferrier|14.14|8.484
4508293642|Marriage|H. G. Wells|209.66|125.796
0310565987|Saving Your Marriage Before It Starts|Dr Les Parrott, III|9.99|9.99
1606472364|Marriage|Ronald H. Taurel|183.99|110.394
087728735X|Graphology Explained|Barry Branston|206.23|123.738
0875422527|The Truth About Graphology|Ruth Gardner|103.97|62.382
1623271996|Practical graphology|Mrs. Louise Guest Rice|544.42|326.652
1862044880|Graphology|Peter West|935.86|561.516
0789403080|Graphology|David V. Barrett|74.99|44.994
3638961533|Graphology and the psychology of handwriting|June Etta Downey|793.98|476.388
070908515X|Graphology|Monica O'Hara-Keeton|245.43|147.258
0671780417|Graphology|Michael Watts|198.22|118.932
6998259603|Graphology|Henry Asbury Rand|808.22|484.932
9652940461|Towards Scientific Graphology|M. Gielen|399.0|239.4
0748765778|Reflexology|Vicki Pitman|903.16|541.896
0789493535|Reflexology|Barbara Kunz|728.8|437.28
1859061818|The Reflexology Manual|Pauline Wills|33.27|19.962
0738700983|Reflexology for beginners|David F. Vennells|900.15|540.09
1405315652|Hand reflexology|Kevin Kunz|921.51|552.906
0435451049|Reflexology|Susan Cressy|332.14|199.284
0028631870|The complete idiot's guide to reflexology|Frankie Avalon Wolfe|189.95|113.97
0443071209|Clinical reflexology|Peter A. Mackereth|288.33|172.998
0960607048|Hand Reflexology Workbook|Kevin Kunz|997.97|598.782
0756623669|Reflexology|Barbara Kunz|364.53|218.718
4103036161|Art instruction|Robert Gillam Scott|654.0|392.4
3247186705|Art instruction|john smith|975.78|585.468
5443668996|Art instruction|Indianapolis (Ind.). [Board of School Commissioners]|780.48|468.288
5131584034|Teacher's manual, pt. 1-6, for The Prang elementary course in art instruction, books 1[-12] third[-eighth] year|John Spencer Clark|957.63|574.578
2116757187|Art instruction|John Plummer|442.91|265.746
0549201874|The impact of visual art instruction on the mathematics achievement of English language learners|Robin Finnan-Jones|381.28|228.768
9876060313|Art instruction in England|Frederick Edward Hulme|151.85|91.11
7095385114|White's new course in art instruction|john smith|348.1|208.86
4456633692|The citizens book|Cincinnati (Ohio). Chamber of Commerce and Merchants' Exchange|510.53|306.318
8988459142|Library journal|William White|328.38|197.028
9732016325|Whaling and fishing|Charles Nordhoff|5.25|3.15
0520248848|Whales, whaling, and ocean ecosystems|James A. Estes|868.6|521.16
0684864347|A whale hunt|Robert Sullivan|805.7|483.42
2948375929|The Encyclopaedia Britannica|john smith|766.94|460.164
4574011451|The Century Dictionary and Cyclopedia: The Century dictionary ... prepared under the superintendence of William Dwight Whitney ... rev. & enl. under the superintendence of Benjamin E. Smith|William Dwight Whitney|998.45|599.07
7584164214|The Geographical magazine|Sir Clements Robert Markham|904.82|542.892
9430875794|Whaling and fishing|Whaling|72.01|43.206
1125010446|A history of Newfoundland from the English, colonial, and foreign records|Daniel Woodley Prowse|628.8|377.28
1514641774|Papers by command|Great Britain. Parliament. House of Commons|148.07|88.842
1845933508|The encyclopedia of tourism and recreation in marine environments|unicodeErrorHere|815.08|489.048
076443439X|Crafts|Group Publishing|74.1|44.46
1581154704|Crafts and Craft Shows|Philip Kadubec|15.95|9.99
1402717547|Kitschy Crafts|Jo Packham|758.95|455.37
0761309330|Crafts to make in the winter|Katharine Reynolds Ross|159.47|95.682
0764436570|Crafts Galore!|Jody Brolsma|580.91|348.546
5929707153|Crafts|Jean Warren|472.05|283.23
0875421857|Spell Crafts|Scott Cunningham|280.18|168.108
1556427565|Crafts and creative media in therapy|Carol Tubbs|100.14|60.084
8780501046|Crafts|john smith|437.2|262.32
1291212358|Crafts|Virginia Irby Davis|666.54|399.924
025201247X|The romance revolution|Carol Thurston|690.66|414.396
9998772342|Romance|Joseph Conrad|392.03|235.218
0822221276|Romance|David Mamet|112.6|67.56
1416527168|Never Romance a Rake|Liz Carlyle|7.99|7.99
3005047736|Romance|Acton Davies|983.4|590.04
0446518042|Romance|Ed McBain|12.99|12.99
0783883854|The Romance|Marion Chesney|390.6|234.36
9180863437|Romance|New York Story Club|106.08|63.648
0415212618|Romance|Barbara Fuchs|22.95|13.77
9604335705|Romance|Sir Walter Alexander Raleigh|40.15|24.09
0738536474|Portsmouth Harbor's Military and Naval Heritage|Nelson H. Lawry|135.15|81.09
0870211498|Dictionary of military and naval quotations|Robert Debs Heinl|627.58|376.548
399250282|Naval and military essays|Sir Julian Stafford Corbett|167.23|100.338
9042022728|British military and naval medicine, 1600-1830|Geoffrey L. Hudson|229.09|137.454
2132509511|Illustrated Naval and Military Magazine|john smith|5.9|3.54
8237146299|The Naval and military magazine|john smith|174.15|104.49
5492377250|Principles and practice of naval and military courts martial|John M'Arthur|213.76|128.256
4686975939|Naval and Military Essays|john smith|31.87|19.122
1428656901|Naval and Military Anecdotes|Anonymous|146.55|87.93
2022693087|Naval strategy compared and contrasted with the principles and practice of military operations on land|Alfred Thayer Mahan|514.63|308.778
0762420863|Do It Yourself!|Sheree Bykofsky|775.91|465.546
1568981279|Do it yourself|Carolyn M. Goldstein|74.18|44.508
3822856282|Do It Yourself|Uwe Ommer|987.32|592.392
624172362|Do it yourself|Trapese Collective|748.77|449.262
1568471475|Do-it-yourself|Hannah Tofts|791.5|474.9
0806969121|Do-It-Yourself|Bernard Price|841.05|504.63
8598030079|Do it yourself|Daniel Carter Beard|12.02|7.212
1844767558|Do-It-Yourself Workshop|Mike Collins|352.25|211.35
0754805662|Do-it-yourself|Mike Collins|363.92|218.352
4701584168|Do it yourself|Olusesi Adeboye|198.97|119.382
019533163X|Reference|Jeanette K. Gundel|65.0|52.0
1591585252|American Reference Books Annual|Shannon Graff Hysell|125.0|100.0
0199203458|Reference|Barbara Abbott|338.67|203.202
0470180242|Hazardous chemicals desk reference|Richard J. Lewis|277.04|166.224
1125588376|Reference|unicodeErrorHere|843.63|506.178
0768687020|Python Essential Reference|David M. Beazley|958.78|575.268
0415009391|Naming and reference|Raymond John Nelson|150.0|120.0
2528500089|Reference|Oregon State University. Dept. of Oceanography|565.74|339.444
1389484365|Reference|john smith|872.36|523.416
304988627|Reference|Oregon State University. School of Oceanography|884.32|530.592
1157446299|Atlases|Books Llc|466.31|279.786
2352565865|Atlases|W. Graham Arader III (Firm)|569.75|341.85
8643275981|Atlases|Philip Lee Phillips|573.47|344.082
7090476987|The atlas of atlases|Phillip Allen|607.67|364.602
0226300714|Historical atlases|Walter A. Goffart|713.78|428.268
3894473715|Atlases|john smith|688.13|412.878
364215834X|Statistical Atlases and Computational Models of the Heart|Oscar Camara|83.0|66.4
9514517032|Atlases|Ann-Mari Mickwitz|344.8|206.88
3610664633|Atlases|Swann Galleries|626.64|375.984
2644831056|Atlases|National Ocean Survey. Office of Coastal Zone Management|989.33|593.598
1746904774|Old Christmas|Washington Irving|593.58|356.148
0821778064|This Christmas|Jane Green|925.98|555.588
1575055805|Christmas Around the World|Emily Kelley|638.59|383.154
1608890058|Christmas|James Lantos|216.46|129.876
7316295327|A Christmas carol in prose, being a ghost story of Christmas|Charles Dickens|190.07|114.042
4704826297|Christmas|Robert Haven Schauffler|667.5|400.5
1560653272|Christmas|Martin Hintz|575.14|345.084
0823415821|Christmas is ...|Gail Gibbons|983.54|590.124
4643933048|Christmas|Zona Gale|152.05|91.23
0520258029|Christmas|Bruce David Forbes|16.95|9.99
0838979297|Choice's outstanding academic books, 1992-1997|Rebecca Ann Bartlett|767.21|460.326
7100728271|Bulgarian Academic monographs|john smith|959.3|575.58
0745634788|Books in the digital age|John Brookshire Thompson|332.17|199.302
185000756X|The decline of discourse|Ben Agger|125.53|75.318
0866566201|Pricing and costs of monographs and serials|Sul H. Lee|998.73|599.238
0866562184|Monographs in sci-tech libraries|Ellis Mount|578.28|346.968
0838976220|Academic libraries|Association of College and Research Libraries. National Conference|714.6|428.76
6919224221|New Zealand academic monographs|john smith|620.26|372.156
0521891981|Handbook for academic authors|Beth Luey|638.06|382.836
0521533341|Research genres|John Swales|719.55|431.73
0684871114|Conspiracy|Daniel Pipes|810.88|486.528
0816654948|Conspiracy theories|Mark Fenster|24.95|14.72
0984200118|Conspiracy|Casey Alden|925.75|555.45
0385731531|Conspiracy|Grace Cavendish|5.99|5.99
0806527641|Conspiracy|Matthew Smith|639.27|383.562
0595277055|Conspiracy|Roger Spitzer|862.28|517.368
2507401554|The conspiracy|Robert Melville Baker|460.42|276.252
1934925969|Conspiracy?|John Michael Patrick|25.94|15.564
1598587501|The Conspiracy|Daniel Messarge|13.56|9.99
0786908696|Conspiracy|John Robert King|230.19|138.114
0756503450|Vermont|Ann Heinrichs|5.72|3.432
0822527294|Vermont|Kathy Pelta|112.98|67.788
0761420185|Vermont|Dan Elish|81.05|48.63
3809191450|Vermont|Walter Hill Crockett|191.19|114.714
0836847105|Vermont|Jonatha A. Brown|931.74|559.044
533008483|Vermont|Victor Ira Spear|27.46|16.476
1882997077|Vermont|Jen Mynter|192.3|115.38
0403021944|Vermont|Vermont Development Commission|75.0|60.0
1604536810|Vermont|Niels R. Jensen|21.66|13.0
1435894987|Vermont|Michael Sommers|19.95|9.99
1563085666|Women's studies|Linda A. Krikos|135.0|108.0
0813536197|Women's studies for the future|Elizabeth Lapovsky Kennedy|546.11|327.666
0415042895|Theories of women's studies|Gloria Bowles|816.74|490.044
9216959135|Womens studies|john smith|203.16|121.896
0761943900|Handbook of gender and women's studies|Kathy Davis|535.89|321.534
0813536162|Israeli women's studies|Esther Fuchs|24.94|14.964
0822329867|Women's studies on its own|Robyn Wiegman|26.95|14.55
1558612416|The politics of women's studies|Florence Howe|980.84|588.504
0789005417|Women's studies serials|Kristin H. Gerhard|978.85|587.31
082234274X|Women's studies on the edge|Joan Wallach Scott|22.95|13.77
6953859849|The European|john smith|324.21|194.526
0253223032|The European Union Explained, Second Edition|Andreas Staab|17.95|9.99
1405188960|Indo-European Language and Culture|Benjamin W. Fortson|624.57|374.742
0745634257|The European dream|Jeremy Rifkin|583.44|350.064
9041132554|European labour law|Roger Blanpain|802.09|481.254
9089642250|European Development Cooperation|Paul Hoebink|120.61|72.366
9041123474|European media law|Oliver Castendyk|561.25|336.75
0813343763|The European Union|John McCormick|42.0|31.08
1400829542|The European Economy Since 1945|Barry Eichengreen|596.69|358.014
9041123849|Concise European copyright law|Thomas Dreier|893.34|536.004
1434306674|Inspirational|James Gadson|223.45|134.07
1558746994|Chicken Soup for the Unsinkable Soul|Jack Canfield|594.43|356.658
0749444568|The inspirational leader|John Eric Adair|711.22|426.732
1600375715|Inspirational Presence|Jeff Evans|296.22|177.732
1434908984|Inspirational|John Bertelsmeier|847.56|508.536
1596670657|The Inspirational Teacher|Gary McGuey|670.09|402.054
139775579|Inspirational|Alicia Boutilier|596.31|357.786
1423456351|Inspirational|Hal Leonard Publishing Corporation|11.21|6.726
2940361509|Materials for inspirational design|Chris Lefteri|118.45|71.07
1557099065|The Inspirational|Applewood Books|518.37|311.022
0737031611|WWII|john smith|745.52|447.312
0977849309|WWII|Clinton Frederick|78.42|47.052
0737031646|WWII|David Colbert|901.0|540.6
0425224368|Brothers in Battle, Best of Friends: Two WWII Paratroopers from the Original Band of Brothers Tell Their Story|William Guarnere|12.99|12.99
0425217280|Brothers in battle, best of friends|William Guarnere|152.25|91.35
0879389303|American Tanks of WWII|Thomas Berndt|12.99|9.99
1420833103|Wwii|Frank Fancher|204.61|122.766
6824050508|WW II|James Jones|992.45|595.47
0862881986|WWII|Chris Bishop|330.54|198.324
1902579216|WWII Dioramas|Jerry Scutts|841.44|504.864
0135007593|Textiles|Sara J. Kadolph|35.13|21.078
1932889906|What Are Textiles?|Ruth Thomson|706.68|424.008
0393730034|Textiles|Marypaul Yates|581.6|348.96
4284984677|Textiles|Paul Henry Nystrom|902.43|541.458
9898338415|Textiles|Mary Schenck Woolman|192.64|115.584
1423606507|Textiles|Bobbie Sumberg|19.99|9.99
1410931641|Textiles|Karen Hosack|786.19|471.714
1608890139|Textiles|Barbara Dasilva|796.94|478.164
1741960983|Textiles|Murdoch Books|807.15|484.29
1583407774|Textiles|Cheryl Jakab|250.84|150.504
0028627105|The Complete Idiot's Guide to Irish History and Culture|Sonja Massie|14.99|14.99
1405447621|Irish history|unicodeErrorHere|221.23|132.738
0773528911|An Irish history of civilization|Donald H. Akenson|755.13|453.078
0470053127|Eyewitness to Irish History|Peter Berresford Ellis|679.42|407.652
89574563|Young Ireland|Sir Charles Gavan Duffy|713.46|428.076
2476208276|Irish history and Irish character|Goldwin Smith|784.95|470.97
1851827846|Irish history|Irish History Students' Association|495.49|297.294
1568525524|Irish History|unicodeErrorHere|295.5|177.3
0415339529|An atlas of Irish history|Ruth Dudley Edwards|31.95|17.25
3931241048|Irish history|Edith Mary Johnston|581.91|349.146
7559701489|Victorian architecture|Roger Dixon|135.26|81.156
1932792309|Victorian fantasy|Stephen Prickett|888.19|532.914
0486229904|Victorian fashions and costumes from Harper's bazar, 1867-1898|Stella Blum|226.04|135.624
063122064X|A companion to the Victorian novel|Patrick Brantlinger|169.99|169.99
0814766250|Victorian women|Joan Perkin|308.7|185.22
0802716040|The Victorian Internet|Tom Standage|14.95|9.99
0747803552|The Victorian Workhouse|Trevor May|979.83|587.898
0814210317|Victorian sensations|Kimberly Harrison|982.82|589.692
0312366590|Victorian London|Liza Picard|669.1|401.46
0719044030|The Victorian nude|Alison Smith|679.08|407.448
0817312668|A-Train|Charles W. Dryden|24.32|14.592
037571409X|Train|Pete Dexter|9.99|9.99
1405337826|Train|Dorling Kindersley Publishing Staff|401.91|241.146
1410925579|Train|David West|841.1|504.66
4581220571|The Train|john smith|985.18|591.108
1935554468|The Train|Georges Simenon|14.0|9.99
0439295181|This Train|Paul Collicutt|750.18|450.108
0060502304|The Great Train Robbery|Michael Crichton|668.72|401.232
039569826X|Train|Charles A. Temple|817.95|490.77
1684001158|The train|Vera Fedorovna Panova|699.25|419.55
5124447279|Arts and crafts|William Morris|147.85|88.71
2953987139|Arts and crafts|Marguerite Ickis|302.56|181.536
0866255397|Arts and Crafts|L. Sonneborn|412.6|247.56
0345359364|Arts and crafts|Malcolm Haslam|236.18|141.708
0756609631|Arts and crafts|Judith Miller|255.87|153.522
460298973|Arts and crafts|Index of American Design|739.8|443.88
156799363X|Arts and crafts|Kitty Turgeon|855.28|513.168
5978174238|Arts and crafts|john smith|679.44|407.664
1157590144|Arts and Crafts|Books, LLC|960.88|576.528
0865300909|Arts and crafts|Imogene Forte|488.03|292.818
0375752366|How to Be Irish|Sean Kelly|9.99|9.99
0140051112|The Irish|unicodeErrorHere|299.22|179.532
0520028961|The Irish|Robert E. Kennedy|455.33|273.198
8576501317|The Irish|Donald S. Connery|273.08|163.848
6953537822|The Irish|Richard O'Connor|727.36|436.416
8739681888|The Irish|Leslie Conron Carola|877.93|526.758
9051365306|Irish pedigrees|John O'Hart|424.93|254.958
6440429190|The Irish in America|John Francis Maguire|621.03|372.618
0762404787|Irish Blessings|Ashley Shannon|19.95|9.99
3195491437|The Irish|Thomas J. O'Hanlon|532.89|319.734
0736059024|Golf|Paul G. Schempp|847.37|508.422
1119996414|Golf For Dummies|Gary McCord|191.23|114.738
0385504462|Zen Golf|Joseph Parent|9.99|9.99
23334108|Golf|Horace Gordon Hutchinson|949.02|569.412
7526171380|Golf|Robert Clark|59.71|35.826
5212656928|Golf for beginners--and others|Marshall Whitlatch|729.57|437.742
0743242475|Why Golf?|Bob Cullen|13.99|13.99
1439169934|Golf|Henry Beard|12.99|12.99
1599320304|Golf|Rick Sessinghaus|882.2|529.32
0446529311|How I play golf|Tiger Woods|9.99|9.99
1914967282|Books in print|R.R. Bowker Company|923.56|554.136
8382248738|Books in print|R.R. Bowker Company|479.5|287.7
0835213781|Books in print|R. R. Bowker LLC|75.25|45.15
0835242919|Books in Print|R R Bowker Publishing|178.97|107.382
0835227405|Books in print|john smith|579.04|347.424
1520025098|Books in print|Ruth P. Shively|968.66|581.196
0835239357|Books in print, 1997-98|john smith|519.83|311.898
5476737812|Books in print|Frank J. Anderson|444.34|266.604
7444596295|Books in print|University of South Carolina Press|472.62|283.572
1511495607|Books in print|United Nations|435.6|261.36
7661518121|Verse|unicodeErrorHere|388.25|232.95
1065344641|Verse|Vance Thompson|308.61|185.166
8527775214|Verse|Henry Webster Parker|290.93|174.558
7622687098|Verse|William Cary Sanger|323.04|193.824
769462886|Verse|Godfrey Egremont|124.64|74.784
6750292555|Verse|Henry Harmon Chamberlin|241.08|144.648
0810113163|Free verse|Charles O. Hartman|573.07|343.842
3956819521|Verse|john smith|492.69|295.614
041508797X|Metre, rhythm and verse form|Philip Hobsbaum|22.95|13.77
5563618146|Verse|Rudyard Kipling|234.97|140.982
061327041X|Sports and Leisure|Sue Lacey|631.33|378.798
9940530510|Sports and leisure|Royal Association for Disability and Rehabilitation (Great Britain)|822.95|493.77
0415077044|Sport and leisure in social thought|Grant Jarvie|53.95|43.16
5966112338|Sports and leisure|A. F. Titterton|653.26|391.956
1844800636|Sport and leisure operations management|Una McMahon-Beattie|471.39|282.834
0435460005|BTEC Introduction Sport and Leisure|Ray Barker|931.07|558.642
0816633835|Sport and leisure cultures|Alan Tomlinson|879.64|527.784
0415438683|Fathering through sport and leisure|Tess Kay|51.95|41.04
0415270766|Managing public sport and leisure services|Leigh Robinson|67.95|54.36
0415404460|Finance for Sport and Leisure Managers|Robert Wilson|54.95|43.41
0415173574|Eastern philosophy|Oliver Leaman|35.95|19.77
0297847449|Eastern philosophy|Chakravarthi Ram-Prasad|549.55|329.73
1592700535|Eastern Philosophy|Kevin Burns|31.86|19.116
0340867515|Eastern philosophy|Mel Thompson|807.67|484.602
0415173639|Key concepts in Eastern philosophy|Oliver Leaman|33.95|18.33
0415129648|Understanding Eastern philosophy|Ray Billington|39.95|31.16
1157370799|Eastern Philosophy|Books, LLC|974.19|584.514
0028638204|The Complete Idiot's Guide to Eastern Philosophy|Jay Stevenson|18.99|18.99
9388385931|Eastern Philosophy|OAC Review Index|664.95|398.97
1580631975|The Best Guide to Eastern Philosophy and Religion|Diane Morgan|743.42|446.052
1435480392|Introductory Horticulture|Carroll Shry|355.06|213.036
0791089614|Horticulture|Gail M. Lang|37.5|30.0
7769972146|Horticulture|Massachusetts Horticultural Society|802.2|481.32
5734132605|Horticulture|Kary Cadmus Davis|524.8|314.88
187882323X|Marijuana Horticulture|Jorge Cervantes|381.02|228.612
0080969577|Principles of Horticulture|C. R. Adams|980.78|588.468
0131592475|Horticulture|George Acquaah|798.24|478.944
8579101126|Horticulture|Frederick William Burbidge|834.41|500.646
143549816X|Ornamental Horticulture|Jack Ingels|870.5|522.3
6425503256|Farm horticulture|George William Hood|275.59|165.354
9027247617|Australian languages|Claire Bowern|133.88|80.328
0764141376|Australian Shepherds|D. Caroline Coile|843.94|506.364
819543751|The Australian|Bill Wannan|191.11|114.666
3871184241|Australian English|unicodeErrorHere|506.12|303.672
0521756499|Australian Fashion Unstitched|Bonnie English|708.16|424.896
0415057310|Australian national cinema|Tom O'Regan|42.95|31.78
0521539978|Making Australian foreign policy|Allan Gyngell|511.61|306.966
0521542561|Australian cinema after Mabo|Felicity Collins|282.26|169.356
0419258108|The Australian metropolis|Stephen Hamnett|907.51|544.506
1865082384|Australian urban planning|Brendan Gleeson|250.72|150.432
0815321848|The American presidents|Melvin I. Urofsky|210.0|168.0
0893562246|The American presidents|Frank Northen Magill|197.18|118.308
0748612262|The American presidents|Jon Roper|914.24|548.544
0739103938|American presidents|Gleaves Whitney|110.0|88.0
1582881677|The American Presidents|David C. Whitney|523.76|314.256
1164069616|American Presidents|Thomas Francis Moran|347.9|208.74
0486413241|American Presidents Coloring Book|Peter F. Copeland|445.85|267.51
1606991302|American Presidents|David Levine|58.52|35.112
6209772625|American presidents|Robert P. Watson|682.99|409.794
0765680467|American presidents|Lyle Emerson Nelson|272.9|163.74
0618307222|Birds|Roger Tory Peterson|349.94|209.964
924509226|The birds of America|John James Audubon|457.05|274.23
0061363049|Birds|Kevin Henkes|417.79|250.674
1582381283|Birds|Herbert S. Zim|970.61|582.366
5422883089|The Birds|Aristophanes|442.2|265.32
0736826211|Birds|Adele Richardson|327.51|196.506
1570915164|Birds|Caroline Arnold|202.58|121.548
1725576598|Birds|Neltje Blanchan|728.39|437.034
0395740460|Birds of eastern and Central North America|Roger Tory Peterson|19.95|9.18
0642107742|Birds|Judith Wright|780.05|468.03
3633933029|'Germanica', exercises in German composition for the use of Wellington college|Joseph Dunn Lester|342.91|205.746
048643771X|The Theologia Germanica of Martin Luther|Martin Luther|135.54|81.324
1524132269|Pharmacopoea germanica|Germany. Reichsministerium des Innern|888.3|532.98
1451549334|Theologia Germanica|Susanna Winkworth|296.45|177.87
9439732326|Theologia Germanica|Der Franckforter|853.75|512.25
7647881363|Lyra Germanica|Christian Karl Josias Bunsen (Freiherr von)|382.35|229.41
3739510053|Anthologia germanica|john smith|809.38|485.628
7475371427|Americana Germanica|German American Historical Society|188.92|113.352
7829196120|Psalmodia germanica;|Johann Christian Jacobi|825.51|495.306
1184207273|Pharmacopoea germanica|Germany. Reichsamt des Innern|451.84|271.104
0520073436|Historical economics|Charles Poor Kindleberger|409.41|245.646
0674016076|Historical Ontology|Ian Hacking|749.4|449.64
028106329X|The Historical Jesus|James K. Beilby|831.78|499.068
0495560073|Historical geology|Reed Wicander|952.38|571.428
0899007325|The historical Jesus|Gary R. Habermas|911.18|546.708
0813124069|Reconstructing American historical cinema|J. E. Smyth|50.0|40.0
0060616296|The historical Jesus|John Dominic Crossan|14.99|14.99
0415072425|Historical linguistics|Winfred Philipp Lehmann|89.45|53.67
0262532670|Historical linguistics|Lyle Campbell|368.94|221.364
0800631226|The historical Jesus|Gerd Theissen|31.2|16.85
0922729271|Reincarnation|Elizabeth Clare Prophet|6.99|5.38
8511631102|Reincarnation|Annie Wood Besant|402.08|241.248
0861711084|Reincarnation|Vicki Mackenzie|376.5|225.9
0545013240|Reincarnation|Suzanne Weyn|972.77|583.662
0813908728|Twenty cases suggestive of reincarnation|Ian Stevenson|23.6|14.16
